,data_clean
5052,people sleep airport floor water blanket
5053,meal voucher receive june 30th
5054,email confirmation receive initially correct later confirm
5055,farcical
5056,expect national airline
5057,level customer service pathetic unacceptable
5058,annoy tell night arrive reasonable hour
5059,accord ground force lisbon slot available fly p.m.
5060,time sign aer lingus staff
5061,ground force contract aer lingus airport admin honest deserve good
5062,aer lingus issue message air traffic control restrict ability departure
5063,lisbon airport ground control tell slot available
5064,people tell truth
5065,seemingly slot available sit unnecessarily airport unable check
5066,poor reflection aer lingus company
5067,understand perfectly flight delay
5068,understand perfectly thing plan
5069,understand event like handle badly
5070,pity define organisation
5071,frustrated annoy tired
5072,
5073,flight book stop airline
5074,fly aer lingus transfer airport actual airline book
5075,party booking use kiosk print boarding pass
5076,ask woman kiosk help tell use kiosk explain issue tell kiosk way print boarding pass
5077,try help ticketing counter tell help purchase ticket
5078,point hour minute process
5079,stand line help baggage drop
5080,people row break line leave person help close 200 people line
5081,shut line help priority board people gate close
5082,finally board pass print hour line
5083,try check bag automate line flag fly united state
5084,wait minute notice big red light bag come assist
5085,
5086,ask man sit line help business class assistance line tell help need help
5087,finally manage help
5088,hour print board pass check bag
5089,email customer service simply aware issue unhelpful
5090,tell help valid booking number explain time airline book begin
5091,decide assign gender role speak
5092,correct mistake explain offend presumption tell fault provide gender file complaint
5093,shocked response feel need address supervisor
5094,ask twice transfer supervisor response stop respond email
5095,want let company know problem experience
5096,instead receive bad customer service life
5097,2019
5098,flight aer lingus dublin lyon
5099,purchase hour lounge access eur good experience dublin airport lounge past
5100,pathetic excuse airport lounge lot
5101,selection drink limit
5102,place dirty food
5103,door far good lounge
5104,flight delay care communicate
5105,2019
5106,view boarding pass check day
5107,counter check
5108,arrive little later dublin airport luggage misplace
5109,speak ground staff report luggage miss
5110,ask ground staff proceed advise luggage hour
5111,hour later luggage
5112,speak associate minute ask supervisor promise supervisor hour time
5113,lose baggage survey customer support receive promise supervisor
5114,transfer supervisor tell resolve day
5115,ask happen won´t case
5116,consider lose
5117,late afternoon
5118,speak person tell luggage deliver today tomorrow
5119,late afternoon haven´t receive luggage
5120,advise check luggage
5121,ask update
5122,don´t
5123,ask talk supervisor promise supervisor hour
5124,insist speak supervisor speak incompetent supervisor deal
5125,customer luggage day spend hour phone sigh
5126,escalate aerlingus quick respond body accountability action
5127,complaint department reach happen
5128,wife airport carry luggage baby boy car seat aer lingus lose buggy attach car seat
5129,ask aer lingus staff airport help carry babyseat surprisingly busy
5130,believe staff help wife carry baby car seat bus station minute entrance door
5131,wife need minute time
5132,busy staff
5133,complain airline good
5134,ground staff customer service training handle situation
5135,dublin london city
5136,good service dublin airport aer lingus staff helpful nice
5137,staff sufficient number queue small manage properly
5138,slight delay possibly weather
5139,
5140,bad communication flight delay basically arrive plane land 10min plan information
5141,yes plane delay time minimum straight forward communication possible
5142,unfriendly personal randomly pick hand luggage check pick exactly people hand stuff like battery allow check
5143,seriously need improve staff training communication procedure
5144,
5145,life experience poor customer service
5146,book flight bru sfo weather slow ground operation dub airport end miss connection sfo
5147,rebook flight dub jfk jfk sfo
5148,add additional hour trip manage lose bag jfk
5149,finally arrive sfo a.m. 30h travel bag miss
5150,additionally bid upgrade business class base information flight dub sfo
5151,rebook downgrade economy second leg flight
5152,course availability raise issue refuse compensate partial refund
5153,course day phone multiple complaint claim reach twitter
5154,help retrieve bag
5155,standard answer american airline final carrier need trace miss baggage
5156,industry final carrier responsibility return delay baggage
5157,work directly behalf return bag soon possible
5158,try work aer lingus
5159,request bag transfer
5160,aer lingus unresponsive
5161,reach aer lingus delayed baggage department request send email raise issue
5162,single response aer lingus
5163,result bag hold hostage aer lingus terminal jfk
5164,attempt raise awareness aer lingus twitter shut meaningful response
5165,thing customer away fast possible provide zero help
5166,file complaint aer lingus design frustrate infuriate people
5167,course thing accord plan company like aer lingus proper deal complaint timely manner support care staff
5168,customer form design away
5170,airline refuse check bag way denver air alaska partner
5171,flight hour late leave dublin
5172,time bag air alaska recheck
5173,
5174,day phone aer lingus
5175,info address phone number bag
5176,answer phone air alaska
5177,travel agent air alaska try reach response
5178,file complaint airline response contact day
5179,want bag return
5180,frustrated lack care response airline
5181,new york dublin
5182,board 40min
5183,champagne offer accept
5184,serve room temperature
5185,offer
5186,entertainment work initially min run
5187,meal service slow
5188,cabin complete serve
5189,cabin manager usually left face forwards appearance meal service
5190,food serve lukewarm ask wine
5191,wine glass min meal service
5192,travel state business twice year trend good
5193,wifi service state break aircraft
5194,seat price high loyalty concierge member stick
5195,
5196,american carrier like route
